Tipo de cambio - TC Sistema bancario SBS (S/ por US$) - Venta,dia,mes,año,fecha,dia de semana,Inflación PERU,Precio Cobre,Precio Oro,Precio Zinc,PIB,Reservas internacionales,Intervenciones del BCRP,Inflación EEUU,Eventos políticos,Tasa Referencial EEUU,Expectativas del mercado,Volatilidad global
3.265,25,5,2017,25/05/2017,4,0,1,1,1,1,1,0,0,1,0,1,0
3.275,26,5,2017,26/05/2017,5,0,1,1,1,0,1,1,0,1,0,1,1
3.282,29,5,2017,29/05/2017,1,0,0,0,1,1,0,0,1,0,1,0,0
3.287,30,5,2017,30/05/2017,2,0,1,1,0,0,0,0,0,0,0,1,0
3.272,31,5,2017,31/05/2017,3,1,1,0,1,1,0,1,1,0,1,0,1
3.271,1,6,2017,01/06/2017,4,0,0,1,1,1,0,1,1,0,1,0,0
3.273,2,6,2017,02/06/2017,5,0,0,0,1,0,0,1,1,0,0,1,0
3.272,5,6,2017,05/06/2017,1,0,0,1,1,1,1,0,0,1,1,1,1
3.269,6,6,2017,06/06/2017,2,1,0,0,0,0,1,0,1,0,0,1,1
3.268,7,6,2017,07/06/2017,3,1,0,0,1,0,0,0,1,0,0,1,1
3.272,8,6,2017,08/06/2017,4,0,0,0,1,1,1,0,1,0,0,1,0
3.27,9,6,2017,09/06/2017,5,1,0,0,1,1,0,1,0,1,1,0,1
3.277,12,6,2017,12/06/2017,1,0,0,0,0,1,0,1,0,1,1,1,1
3.278,13,6,2017,13/06/2017,2,0,0,0,1,0,0,1,0,1,1,1,1
3.271,14,6,2017,14/06/2017,3,0,0,0,0,1,1,0,1,1,1,0,0
3.278,15,6,2017,15/06/2017,4,1,1,1,1,0,0,0,0,1,1,0,1
3.276,16,6,2017,16/06/2017,5,0,1,1,0,1,1,1,1,0,1,1,1
3.27,19,6,2017,19/06/2017,1,1,0,1,0,1,0,1,0,1,1,1,0
3.276,20,6,2017,20/06/2017,2,0,0,1,0,1,0,1,0,0,0,0,1
3.271,21,6,2017,21/06/2017,3,0,1,1,0,1,0,0,0,1,0,1,0
3.269,22,6,2017,22/06/2017,4,1,1,0,1,1,0,0,0,0,1,1,0
3.26,23,6,2017,23/06/2017,5,1,0,0,0,1,0,1,1,1,0,1,1
3.255,26,6,2017,26/06/2017,1,0,1,0,1,1,0,0,1,1,0,0,1
3.258,27,6,2017,27/06/2017,2,0,0,0,0,0,0,1,1,1,1,0,0
3.255,28,6,2017,28/06/2017,3,0,1,0,1,0,0,1,0,0,0,0,0
3.255,29,6,2017,29/06/2017,4,1,0,1,1,0,0,0,0,0,1,0,1
3.255,30,6,2017,30/06/2017,5,1,1,0,0,0,1,1,1,0,0,1,0
3.253,3,7,2017,03/07/2017,1,0,0,0,1,1,1,0,1,0,0,1,1
3.258,4,7,2017,04/07/2017,2,0,0,1,1,1,1,1,1,1,1,0,1
3.264,5,7,2017,05/07/2017,3,1,0,1,1,1,0,1,0,1,0,0,0
3.257,6,7,2017,06/07/2017,4,1,0,1,1,0,0,1,0,0,1,0,0
3.251,7,7,2017,07/07/2017,5,1,0,0,1,1,1,0,1,0,0,1,1
3.256,10,7,2017,10/07/2017,1,0,1,1,1,1,0,1,1,1,1,0,0
3.255,11,7,2017,11/07/2017,2,0,1,1,1,1,1,1,0,0,1,1,1
3.252,12,7,2017,12/07/2017,3,0,0,1,1,0,0,1,1,0,0,0,1
3.252,13,7,2017,13/07/2017,4,1,1,0,1,1,0,0,1,0,0,1,0
3.246,14,7,2017,14/07/2017,5,1,0,1,0,0,0,1,1,0,1,1,1
3.251,17,7,2017,17/07/2017,1,0,1,1,0,0,0,1,1,0,1,1,0
3.246,18,7,2017,18/07/2017,2,1,0,0,1,1,0,1,1,1,1,1,1
3.243,19,7,2017,19/07/2017,3,1,0,1,1,0,0,1,1,0,1,0,0
3.241,20,7,2017,20/07/2017,4,1,1,1,1,1,0,1,1,1,1,1,0
3.247,21,7,2017,21/07/2017,5,1,1,0,0,1,1,1,0,0,0,1,1
3.247,24,7,2017,24/07/2017,1,0,1,1,0,0,1,1,0,1,1,0,1
3.248,25,7,2017,25/07/2017,2,0,0,1,1,1,1,1,0,1,1,1,0
3.25,26,7,2017,26/07/2017,3,1,0,1,1,0,0,1,0,0,1,1,0
3.25,27,7,2017,27/07/2017,4,0,0,0,1,1,0,0,0,1,0,0,1
3.25,28,7,2017,28/07/2017,5,1,1,0,1,1,0,1,1,1,1,1,1
3.242,31,7,2017,31/07/2017,1,1,0,1,1,1,0,1,0,1,1,1,1
3.24,1,8,2017,01/08/2017,2,1,0,0,1,0,0,0,1,0,0,0,1
3.242,2,8,2017,02/08/2017,3,1,1,0,1,0,0,1,0,0,1,1,1
3.24,3,8,2017,03/08/2017,4,0,1,1,1,1,0,0,0,0,0,1,1
3.242,4,8,2017,04/08/2017,5,0,1,1,1,0,0,0,1,0,0,1,1
3.244,7,8,2017,07/08/2017,1,0,0,1,0,0,1,0,0,0,1,1,1
3.244,8,8,2017,08/08/2017,2,0,1,1,1,0,1,0,0,0,1,0,0
3.249,9,8,2017,09/08/2017,3,0,0,0,1,0,0,1,0,1,0,0,0
3.249,10,8,2017,10/08/2017,4,1,0,0,1,1,0,1,1,1,1,1,1
3.251,11,8,2017,11/08/2017,5,1,1,1,0,0,1,0,0,0,1,1,0
3.246,14,8,2017,14/08/2017,1,1,1,0,0,1,1,0,0,1,1,1,0
3.247,15,8,2017,15/08/2017,2,0,1,1,0,1,1,0,0,1,1,1,0
3.245,16,8,2017,16/08/2017,3,1,1,1,1,1,1,0,0,1,0,0,0
3.243,17,8,2017,17/08/2017,4,1,0,1,1,0,0,1,1,0,1,1,1
3.243,18,8,2017,18/08/2017,5,0,0,1,0,0,0,0,1,1,1,1,0
3.24,21,8,2017,21/08/2017,1,0,1,1,1,1,0,0,1,0,0,1,0
3.24,22,8,2017,22/08/2017,2,1,0,0,0,0,0,0,0,1,1,0,1
3.239,23,8,2017,23/08/2017,3,0,0,0,1,1,1,0,0,0,0,1,1
3.238,24,8,2017,24/08/2017,4,0,0,1,0,1,0,1,1,1,0,1,0
3.238,25,8,2017,25/08/2017,5,0,0,1,1,0,1,0,0,0,1,1,0
3.238,28,8,2017,28/08/2017,1,0,1,0,1,0,0,1,0,0,1,0,1
3.242,29,8,2017,29/08/2017,2,1,0,0,0,0,0,1,0,0,0,1,1
3.242,30,8,2017,30/08/2017,3,1,1,0,0,1,1,0,1,0,0,0,0
3.242,31,8,2017,31/08/2017,4,0,1,1,0,1,0,0,0,1,0,0,1
3.24,1,9,2017,01/09/2017,5,1,1,0,1,1,0,0,0,1,1,1,1
3.241,4,9,2017,04/09/2017,1,0,0,1,1,0,1,1,0,0,0,0,1
3.238,5,9,2017,05/09/2017,2,1,0,1,1,0,1,0,0,1,1,1,1
3.238,6,9,2017,06/09/2017,3,1,0,0,1,1,0,1,0,0,1,1,1
3.236,7,9,2017,07/09/2017,4,0,0,0,1,0,1,1,0,0,1,0,0
3.235,8,9,2017,08/09/2017,5,1,1,0,0,0,0,1,1,1,0,0,1
3.232,11,9,2017,11/09/2017,1,0,1,1,1,0,0,0,1,0,1,1,0
3.235,12,9,2017,12/09/2017,2,1,1,0,1,0,0,0,1,1,1,1,0
3.24,13,9,2017,13/09/2017,3,0,0,0,1,1,1,1,1,1,1,0,0
3.24,14,9,2017,14/09/2017,4,1,1,0,1,1,1,0,0,0,1,1,1
3.248,15,9,2017,15/09/2017,5,0,1,0,0,1,0,1,1,1,1,0,1
3.249,18,9,2017,18/09/2017,1,1,1,0,0,0,1,1,1,1,1,0,1
3.245,19,9,2017,19/09/2017,2,1,0,1,1,0,1,1,1,1,0,0,0
3.245,20,9,2017,20/09/2017,3,0,0,0,0,0,1,0,1,0,0,1,1
3.25,21,9,2017,21/09/2017,4,0,0,1,0,0,0,0,1,1,0,1,0
3.248,22,9,2017,22/09/2017,5,0,1,1,1,0,1,0,0,0,1,0,0
3.255,25,9,2017,25/09/2017,1,1,1,0,1,0,0,0,1,0,1,1,1
3.271,26,9,2017,26/09/2017,2,0,1,0,0,1,0,0,0,1,1,1,1
3.276,27,9,2017,27/09/2017,3,0,0,0,0,0,0,0,1,0,1,0,0
3.27,28,9,2017,28/09/2017,4,1,1,1,0,0,0,1,1,0,0,0,0
3.267,29,9,2017,29/09/2017,5,1,1,1,0,1,1,0,1,0,1,1,1
3.271,2,10,2017,02/10/2017,1,1,0,1,1,1,1,0,0,0,0,0,0
3.268,3,10,2017,03/10/2017,2,0,1,0,0,1,0,0,0,1,1,1,0
3.26,4,10,2017,04/10/2017,3,0,1,0,0,0,0,0,0,1,1,1,0
3.256,5,10,2017,05/10/2017,4,1,1,1,0,1,0,1,0,0,1,0,0
3.268,6,10,2017,06/10/2017,5,1,0,1,0,0,1,1,0,0,0,0,0
3.273,9,10,2017,09/10/2017,1,1,0,1,1,1,1,1,1,0,0,0,1
3.267,10,10,2017,10/10/2017,2,1,1,0,1,0,1,1,0,1,0,0,1
3.262,11,10,2017,11/10/2017,3,0,1,0,1,1,1,0,1,1,1,0,1
3.256,12,10,2017,12/10/2017,4,0,1,0,1,1,0,0,0,1,0,0,0
3.251,13,10,2017,13/10/2017,5,1,0,1,0,1,1,0,1,0,1,0,0
3.247,16,10,2017,16/10/2017,1,0,1,0,1,0,1,0,0,0,0,1,1
3.246,17,10,2017,17/10/2017,2,0,1,0,1,0,0,1,1,1,1,1,0
3.244,18,10,2017,18/10/2017,3,1,1,1,0,0,0,1,1,0,0,0,1
3.237,19,10,2017,19/10/2017,4,1,0,1,1,1,0,1,1,1,0,1,1
3.24,20,10,2017,20/10/2017,5,1,0,1,0,0,0,0,1,1,1,0,0
3.241,23,10,2017,23/10/2017,1,0,0,1,1,0,0,1,0,1,0,1,0
3.242,24,10,2017,24/10/2017,2,1,0,1,0,1,1,1,0,0,0,0,0
3.235,25,10,2017,25/10/2017,3,0,1,0,1,0,1,1,0,1,0,0,0
3.239,26,10,2017,26/10/2017,4,1,0,1,0,1,1,1,1,0,0,0,1
3.248,27,10,2017,27/10/2017,5,0,0,1,0,0,0,0,1,1,0,1,0
3.253,30,10,2017,30/10/2017,1,1,1,1,1,0,1,1,0,1,0,1,1
3.25,31,10,2017,31/10/2017,2,0,0,0,0,0,0,1,0,1,1,1,0
3.25,1,11,2017,01/11/2017,3,1,1,0,0,1,0,0,0,0,0,0,0
3.244,2,11,2017,02/11/2017,4,0,1,1,0,0,1,1,0,0,1,1,1
3.246,3,11,2017,03/11/2017,5,1,1,1,1,0,1,0,1,1,1,0,1
3.242,6,11,2017,06/11/2017,1,0,0,1,1,1,1,0,1,1,1,0,0
3.243,7,11,2017,07/11/2017,2,1,0,0,1,0,0,0,0,1,1,0,1
3.244,8,11,2017,08/11/2017,3,1,1,0,1,1,0,1,1,0,1,0,0
3.246,9,11,2017,09/11/2017,4,0,0,0,0,1,1,0,1,1,1,0,0
3.243,10,11,2017,10/11/2017,5,0,0,1,1,1,0,0,1,1,0,1,1
3.244,13,11,2017,13/11/2017,1,1,1,1,0,0,0,1,1,0,1,1,1
3.243,14,11,2017,14/11/2017,2,0,1,0,0,1,0,1,0,1,1,0,0
3.25,15,11,2017,15/11/2017,3,0,0,0,0,0,0,1,0,0,0,1,1
3.252,16,11,2017,16/11/2017,4,0,1,0,1,0,0,0,1,1,1,1,1
3.246,17,11,2017,17/11/2017,5,0,1,1,1,1,0,0,0,1,1,1,1
3.244,20,11,2017,20/11/2017,1,1,0,1,0,0,1,0,1,1,0,1,1
3.236,21,11,2017,21/11/2017,2,0,0,1,0,1,1,1,0,0,0,1,1
3.241,22,11,2017,22/11/2017,3,0,0,0,0,1,1,0,1,0,1,1,1
3.241,23,11,2017,23/11/2017,4,0,0,1,0,1,1,0,1,1,1,1,1
3.24,24,11,2017,24/11/2017,5,0,1,1,0,0,0,1,1,0,1,1,1
3.238,27,11,2017,27/11/2017,1,1,1,1,0,0,1,1,1,0,0,0,0
3.237,28,11,2017,28/11/2017,2,1,0,1,0,0,1,0,1,0,0,0,0
3.234,29,11,2017,29/11/2017,3,0,1,1,0,0,0,1,0,1,0,0,1
3.235,30,11,2017,30/11/2017,4,1,0,0,1,0,1,0,0,1,0,1,1
3.234,1,12,2017,01/12/2017,5,0,1,0,0,1,1,0,1,1,0,0,1
3.237,4,12,2017,04/12/2017,1,0,0,0,0,1,1,0,0,0,0,0,1
3.236,5,12,2017,05/12/2017,2,1,1,0,1,1,0,1,0,1,1,1,0
3.238,6,12,2017,06/12/2017,3,1,1,0,1,0,1,0,1,0,1,1,0
3.238,7,12,2017,07/12/2017,4,1,1,0,1,0,0,1,1,0,0,0,0
3.238,8,12,2017,08/12/2017,5,0,1,1,0,1,0,0,0,1,0,1,1
3.238,11,12,2017,11/12/2017,1,0,1,1,1,1,1,0,0,0,1,0,0
3.236,12,12,2017,12/12/2017,2,0,0,0,0,1,1,1,0,0,1,1,1
3.233,13,12,2017,13/12/2017,3,0,0,1,1,0,1,1,1,0,0,0,1
3.244,14,12,2017,14/12/2017,4,1,0,0,1,1,0,1,1,0,1,1,1
3.262,15,12,2017,15/12/2017,5,1,1,0,0,0,1,0,1,0,0,1,0
3.292,18,12,2017,18/12/2017,1,1,0,0,0,0,0,0,0,0,1,1,1
3.269,19,12,2017,19/12/2017,2,0,1,0,1,0,1,0,0,1,0,1,0
3.276,20,12,2017,20/12/2017,3,1,1,1,0,1,0,1,0,0,1,1,1
3.268,21,12,2017,21/12/2017,4,1,1,0,1,0,0,1,1,1,0,0,1
3.241,22,12,2017,22/12/2017,5,0,1,0,0,1,1,0,0,1,1,1,1
3.241,25,12,2017,25/12/2017,1,1,1,0,1,1,1,1,1,0,1,1,0
3.243,26,12,2017,26/12/2017,2,0,0,1,1,0,0,1,1,1,0,1,0
3.244,27,12,2017,27/12/2017,3,1,0,0,1,1,0,0,0,0,1,0,0
3.244,28,12,2017,28/12/2017,4,1,1,1,0,0,0,0,1,1,1,0,0
3.245,29,12,2017,29/12/2017,5,0,0,1,1,1,0,0,1,0,0,0,0
3.245,1,1,2018,01/01/2018,1,1,0,0,0,1,0,1,0,1,1,1,1
3.245,2,1,2018,02/01/2018,2,1,0,1,1,0,1,1,0,0,0,1,0
3.23,3,1,2018,03/01/2018,3,0,1,1,0,0,1,0,1,1,1,1,0
3.208,4,1,2018,04/01/2018,4,0,1,0,0,1,1,0,0,1,1,0,1
3.215,5,1,2018,05/01/2018,5,1,0,1,1,1,0,1,0,1,1,0,0
3.219,8,1,2018,08/01/2018,1,1,1,0,0,1,0,0,0,1,1,0,1
3.22,9,1,2018,09/01/2018,2,1,0,0,1,1,0,1,0,1,1,0,0
3.22,10,1,2018,10/01/2018,3,1,1,0,0,1,1,0,1,1,1,1,1
3.218,11,1,2018,11/01/2018,4,0,1,0,1,1,1,1,0,0,1,1,1
3.217,12,1,2018,12/01/2018,5,1,0,0,1,1,1,0,0,0,1,0,1
3.216,15,1,2018,15/01/2018,1,0,0,0,0,0,0,0,0,0,0,1,1
3.217,16,1,2018,16/01/2018,2,1,0,0,0,0,0,1,1,1,1,0,1
3.212,17,1,2018,17/01/2018,3,1,0,0,0,0,0,0,0,0,1,0,1
3.213,18,1,2018,18/01/2018,4,0,0,1,1,1,1,1,1,1,0,1,0
3.217,19,1,2018,19/01/2018,5,0,1,0,0,0,0,0,1,0,0,1,0
3.216,22,1,2018,22/01/2018,1,1,0,0,0,1,0,0,0,0,0,1,0
3.219,23,1,2018,23/01/2018,2,0,1,1,0,0,1,0,1,0,0,0,1
3.214,24,1,2018,24/01/2018,3,0,0,0,1,1,0,1,0,0,0,0,0
3.21,25,1,2018,25/01/2018,4,1,1,1,0,0,1,1,0,0,0,0,1
3.215,26,1,2018,26/01/2018,5,0,0,0,1,1,0,1,1,1,1,1,1
3.219,29,1,2018,29/01/2018,1,1,1,0,0,0,0,0,1,0,0,0,0
3.217,30,1,2018,30/01/2018,2,1,0,0,1,0,1,0,1,0,1,1,1
3.217,31,1,2018,31/01/2018,3,0,1,0,0,1,1,0,1,1,1,1,1
3.213,1,2,2018,01/02/2018,4,0,1,0,1,0,1,1,1,1,0,1,1
3.218,2,2,2018,02/02/2018,5,0,0,0,1,1,0,1,1,0,0,0,0
3.225,5,2,2018,05/02/2018,1,0,0,1,1,1,0,1,0,1,0,0,1
3.251,6,2,2018,06/02/2018,2,0,0,0,1,1,0,1,0,0,0,1,0
3.247,7,2,2018,07/02/2018,3,0,0,0,0,0,1,0,1,0,0,0,0
3.254,8,2,2018,08/02/2018,4,1,1,1,0,0,0,1,1,0,1,1,1
3.27,9,2,2018,09/02/2018,5,0,0,0,1,0,1,1,0,1,0,1,0
3.265,12,2,2018,12/02/2018,1,1,0,0,1,0,1,1,0,1,1,1,1
3.27,13,2,2018,13/02/2018,2,1,0,1,0,1,1,1,0,1,0,1,0
3.27,14,2,2018,14/02/2018,3,0,0,0,0,1,1,1,0,0,1,0,1
3.25,15,2,2018,15/02/2018,4,1,1,0,0,1,1,0,0,1,0,0,0
3.243,16,2,2018,16/02/2018,5,0,0,0,0,0,1,0,0,0,1,1,1
3.25,19,2,2018,19/02/2018,1,0,1,0,1,1,1,1,0,1,0,0,1
3.253,20,2,2018,20/02/2018,2,0,1,0,0,1,1,1,0,0,0,1,0
3.249,21,2,2018,21/02/2018,3,1,0,0,1,0,0,0,0,0,1,0,0
3.251,22,2,2018,22/02/2018,4,1,1,0,1,0,0,0,0,0,1,1,0
3.251,23,2,2018,23/02/2018,5,0,1,0,1,0,0,0,0,0,0,1,1
3.25,26,2,2018,26/02/2018,1,0,1,0,0,1,1,1,1,0,0,0,1
3.25,27,2,2018,27/02/2018,2,0,0,0,1,0,0,1,0,0,0,1,0
3.261,28,2,2018,28/02/2018,3,1,1,0,0,0,0,0,0,0,1,0,0
3.265,1,3,2018,01/03/2018,4,0,1,0,0,1,1,0,1,1,1,1,1
3.259,2,3,2018,02/03/2018,5,1,1,1,1,0,0,1,0,0,0,0,0
3.25,5,3,2018,05/03/2018,1,0,1,0,0,0,0,0,0,0,1,1,1
3.252,6,3,2018,06/03/2018,2,0,1,1,1,0,1,1,0,0,1,0,0
3.257,7,3,2018,07/03/2018,3,0,1,1,1,1,1,1,0,0,0,1,1
3.256,8,3,2018,08/03/2018,4,1,1,1,1,1,1,0,0,1,1,1,1
3.26,9,3,2018,09/03/2018,5,1,0,0,1,0,0,1,1,0,1,1,1
3.259,12,3,2018,12/03/2018,1,1,1,1,0,0,1,1,0,0,0,0,0
3.26,13,3,2018,13/03/2018,2,0,0,1,1,0,0,1,1,1,0,1,0
3.261,14,3,2018,14/03/2018,3,1,0,0,0,0,0,0,0,0,1,1,1
3.262,15,3,2018,15/03/2018,4,0,0,0,1,0,1,0,0,1,1,1,0
3.268,16,3,2018,16/03/2018,5,1,1,1,0,1,0,1,0,1,0,1,1
3.273,19,3,2018,19/03/2018,1,1,0,1,0,0,0,0,1,0,1,0,0
3.269,20,3,2018,20/03/2018,2,1,0,0,0,1,0,0,0,1,1,1,1
3.263,21,3,2018,21/03/2018,3,0,1,0,0,1,1,0,0,0,1,1,1
3.243,22,3,2018,22/03/2018,4,1,1,0,1,0,1,0,1,0,0,0,1
3.237,23,3,2018,23/03/2018,5,0,0,1,1,1,0,1,1,1,0,1,0
3.219,26,3,2018,26/03/2018,1,0,1,1,0,0,1,1,1,0,0,1,1
3.223,27,3,2018,27/03/2018,2,0,1,0,1,1,1,0,1,1,0,0,0
3.229,28,3,2018,28/03/2018,3,0,0,0,0,0,0,1,0,1,1,0,0
3.229,29,3,2018,29/03/2018,4,0,1,1,1,0,0,1,0,1,0,1,1
3.229,30,3,2018,30/03/2018,5,1,0,1,0,0,1,1,0,0,0,0,0
3.229,2,4,2018,02/04/2018,1,1,1,0,0,1,1,1,1,0,1,0,1
3.226,3,4,2018,03/04/2018,2,1,0,0,0,0,1,1,1,1,1,1,1
3.228,4,4,2018,04/04/2018,3,0,1,0,0,1,0,0,1,1,0,1,1
3.228,5,4,2018,05/04/2018,4,1,1,1,1,0,0,1,0,1,0,1,0
3.234,6,4,2018,06/04/2018,5,0,1,0,1,0,1,1,0,0,0,1,0
3.239,9,4,2018,09/04/2018,1,1,0,1,1,0,1,1,0,0,0,0,0
3.239,10,4,2018,10/04/2018,2,0,0,1,0,1,1,1,1,1,0,0,1
3.239,11,4,2018,11/04/2018,3,1,1,1,0,0,1,0,1,0,1,1,0
3.229,12,4,2018,12/04/2018,4,0,1,0,1,1,1,0,0,0,1,1,1
3.229,13,4,2018,13/04/2018,5,0,1,1,1,1,0,1,0,1,0,0,1
3.224,16,4,2018,16/04/2018,1,1,1,1,1,1,0,1,1,0,1,0,1
3.221,17,4,2018,17/04/2018,2,0,0,1,1,1,1,1,0,1,1,0,1
3.217,18,4,2018,18/04/2018,3,0,1,0,0,0,0,0,1,0,0,1,0
3.221,19,4,2018,19/04/2018,4,0,0,1,1,0,0,0,1,0,1,1,1
3.226,20,4,2018,20/04/2018,5,0,1,1,0,1,0,1,1,1,1,1,0
3.23,23,4,2018,23/04/2018,1,1,1,1,1,1,0,1,0,0,0,0,0
3.232,24,4,2018,24/04/2018,2,1,1,1,1,1,1,1,0,1,0,0,0
3.242,25,4,2018,25/04/2018,3,1,1,1,0,1,0,1,0,0,0,1,1
3.238,26,4,2018,26/04/2018,4,0,0,1,0,1,0,0,0,0,0,1,1
3.241,27,4,2018,27/04/2018,5,0,1,0,0,0,1,0,1,0,1,1,0
3.25,30,4,2018,30/04/2018,1,1,0,1,1,1,0,1,0,0,0,0,1
3.25,1,5,2018,01/05/2018,2,0,0,1,1,0,0,0,0,0,0,1,0
3.268,2,5,2018,02/05/2018,3,0,1,1,0,0,0,1,0,1,0,0,0
3.276,3,5,2018,03/05/2018,4,1,0,1,1,0,1,0,0,0,1,0,1
3.272,4,5,2018,04/05/2018,5,1,1,1,1,0,1,1,0,0,0,1,0
3.279,7,5,2018,07/05/2018,1,0,0,1,1,0,1,1,0,1,1,1,0
3.288,8,5,2018,08/05/2018,2,1,0,0,1,1,1,1,1,1,1,1,1
3.293,9,5,2018,09/05/2018,3,1,1,1,0,0,1,1,0,0,1,0,0
3.279,10,5,2018,10/05/2018,4,0,1,0,0,1,1,0,0,0,1,0,1
3.261,11,5,2018,11/05/2018,5,0,1,0,1,0,1,0,1,0,1,0,1
3.26,14,5,2018,14/05/2018,1,0,0,1,0,0,1,0,1,0,1,1,0
3.272,15,5,2018,15/05/2018,2,1,0,1,0,1,0,1,0,1,0,0,0
3.268,16,5,2018,16/05/2018,3,1,0,1,1,0,1,1,1,1,0,0,0
3.274,17,5,2018,17/05/2018,4,1,1,1,0,1,0,0,0,1,1,0,1
3.289,18,5,2018,18/05/2018,5,0,0,0,1,0,1,1,1,0,0,0,0
3.286,21,5,2018,21/05/2018,1,1,0,0,0,1,1,0,1,0,1,0,0
3.274,22,5,2018,22/05/2018,2,1,0,1,0,1,0,1,1,1,1,0,0
3.271,23,5,2018,23/05/2018,3,0,0,0,0,0,0,0,0,0,0,0,0
3.268,24,5,2018,24/05/2018,4,1,1,0,0,0,0,1,0,0,1,1,0
3.27,25,5,2018,25/05/2018,5,1,1,1,0,0,1,0,0,0,0,1,0
3.272,28,5,2018,28/05/2018,1,0,0,1,0,0,1,0,0,0,1,0,0
3.281,29,5,2018,29/05/2018,2,1,1,0,1,0,1,1,1,0,1,0,1
3.272,30,5,2018,30/05/2018,3,1,0,1,0,1,1,1,1,1,0,1,0
3.274,31,5,2018,31/05/2018,4,0,0,1,0,0,1,0,0,0,1,0,0
3.273,1,6,2018,01/06/2018,5,0,0,0,0,1,1,1,0,1,0,1,0
3.273,4,6,2018,04/06/2018,1,0,0,1,1,0,1,0,0,0,1,0,1
3.273,5,6,2018,05/06/2018,2,1,0,1,0,0,1,0,1,0,1,0,1
3.261,6,6,2018,06/06/2018,3,0,0,0,0,0,1,1,0,0,0,0,0
3.262,7,6,2018,07/06/2018,4,0,0,0,0,1,1,0,0,1,0,1,0
3.263,8,6,2018,08/06/2018,5,1,0,1,0,1,0,0,1,0,0,1,0
3.267,11,6,2018,11/06/2018,1,0,1,1,0,0,0,0,0,0,1,1,0
3.27,12,6,2018,12/06/2018,2,0,0,0,0,0,0,1,1,1,1,1,0
3.266,13,6,2018,13/06/2018,3,1,1,0,0,0,1,1,1,1,1,1,1
3.267,14,6,2018,14/06/2018,4,0,0,0,1,0,1,1,0,0,1,0,0
3.279,15,6,2018,15/06/2018,5,1,0,1,1,0,1,1,0,1,0,1,0
3.281,18,6,2018,18/06/2018,1,1,1,1,1,0,0,1,1,1,1,0,1
3.285,19,6,2018,19/06/2018,2,1,0,0,0,1,0,0,0,1,0,1,0
3.283,20,6,2018,20/06/2018,3,0,0,0,0,0,1,0,1,0,1,1,0
3.279,21,6,2018,21/06/2018,4,1,0,0,0,0,1,0,1,0,1,0,1
3.269,22,6,2018,22/06/2018,5,1,1,1,1,0,1,1,0,0,0,0,1
3.275,25,6,2018,25/06/2018,1,1,0,0,0,1,0,0,0,1,0,0,1
3.272,26,6,2018,26/06/2018,2,1,0,0,0,0,0,0,0,1,0,1,0
3.272,27,6,2018,27/06/2018,3,1,0,0,0,0,0,0,1,0,0,0,1
3.274,28,6,2018,28/06/2018,4,1,0,0,1,0,1,0,1,1,0,1,1
3.274,29,6,2018,29/06/2018,5,1,1,1,1,1,0,0,0,1,0,0,1
3.288,2,7,2018,02/07/2018,1,0,0,1,0,1,0,0,0,0,0,1,1
3.287,3,7,2018,03/07/2018,2,1,0,0,0,1,1,0,1,1,1,0,0
3.291,4,7,2018,04/07/2018,3,0,0,1,1,0,1,0,0,1,1,1,1
3.291,5,7,2018,05/07/2018,4,0,0,1,0,0,0,1,0,0,0,1,0
3.287,6,7,2018,06/07/2018,5,0,1,0,0,0,0,0,0,0,0,1,1
3.284,9,7,2018,09/07/2018,1,0,0,0,0,1,1,1,1,0,1,0,0
3.274,10,7,2018,10/07/2018,2,1,0,0,0,1,1,0,1,0,1,0,1
3.28,11,7,2018,11/07/2018,3,0,0,1,0,1,0,1,0,1,0,1,0
3.276,12,7,2018,12/07/2018,4,1,1,0,1,1,1,0,1,1,0,1,0
3.273,13,7,2018,13/07/2018,5,1,1,1,1,1,1,0,1,0,0,1,0
3.272,16,7,2018,16/07/2018,1,1,1,0,1,0,1,1,1,1,0,1,1
3.269,17,7,2018,17/07/2018,2,0,0,0,1,1,0,1,0,0,1,0,0
3.273,18,7,2018,18/07/2018,3,0,0,0,0,0,0,1,0,0,0,1,0
3.277,19,7,2018,19/07/2018,4,1,1,0,0,0,1,1,0,1,0,0,1
3.276,20,7,2018,20/07/2018,5,0,0,0,1,1,0,1,0,1,1,1,1
3.28,23,7,2018,23/07/2018,1,0,0,0,1,0,0,0,1,1,1,0,0
3.275,24,7,2018,24/07/2018,2,1,1,0,0,0,1,0,0,0,0,1,1
3.274,25,7,2018,25/07/2018,3,1,0,0,0,0,0,0,0,0,0,0,1
3.276,26,7,2018,26/07/2018,4,0,0,1,1,0,1,1,1,0,0,1,0
3.276,27,7,2018,27/07/2018,5,0,0,0,0,0,0,0,1,1,1,0,1
3.272,30,7,2018,30/07/2018,1,0,1,1,0,0,0,0,0,0,0,0,0
3.274,31,7,2018,31/07/2018,2,0,0,0,1,1,0,0,1,1,0,1,1
3.275,1,8,2018,01/08/2018,3,1,0,0,0,1,1,1,0,1,0,1,0
3.274,2,8,2018,02/08/2018,4,1,0,0,0,0,1,1,1,0,0,1,1
3.271,3,8,2018,03/08/2018,5,1,0,0,1,0,1,0,1,1,1,0,0
3.27,6,8,2018,06/08/2018,1,1,0,1,0,0,0,0,1,0,1,1,1
3.27,7,8,2018,07/08/2018,2,0,1,1,1,0,1,0,0,0,1,0,0
